artist_track,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Elvis Presley - Can't help falling in love,80.0,182360,0.0,0.396,0.293,2.0,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
"Kygo, Gryffin, Calum Scott - Woke up in love",80.0,216873,0.0,0.643,0.585,2.0,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,4
"Dhanush, Anirudh Ravichander - Megham karukatha",80.0,290400,0.0,0.429,0.614,4.0,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3
Rage Against The Machine - Killing in the name,80.0,313573,1.0,0.466,0.833,7.0,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4
"Bts, Halsey - Boy with luv",80.0,229773,0.0,0.645,0.862,11.0,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4
Roar - I can't handle change,80.0,198213,0.0,0.247,0.438,5.0,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,3
Arctic Monkeys - Snap out of it,80.0,193030,0.0,0.728,0.638,5.0,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,4
"Alesso, Katy Perry - When i’m gone",80.0,161266,0.0,0.685,0.886,0.0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4
Sasha Alex Sloan - Dancing with your ghost,80.0,197732,0.0,0.629,0.328,11.0,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,4
Blackbear - Hot girl bummer,80.0,188343,1.0,0.782,0.559,6.0,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1
Van Morrison - Brown eyed girl,80.0,183306,0.0,0.491,0.583,7.0,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4
Mc Kevin O Chris - Incendeia,80.0,239999,1.0,0.893,0.461,3.0,-5.708,0,0.422,0.713,0.0406,0.117,0.864,135.136,4
"Luis Fonsi, Daddy Yankee - Despacito",80.0,229360,0.0,0.655,0.797,2.0,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4
"David Guetta, Sia - Titanium",80.0,245040,0.0,0.604,0.787,0.0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4
"Topic, A7S - Kernkraft 400",80.0,165800,0.0,0.623,0.727,11.0,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4
Metallica - Nothing else matters,80.0,388266,0.0,0.553,0.362,4.0,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,3
Girl In Red - We fell in love in october,80.0,184153,0.0,0.566,0.366,7.0,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
"Wallows, Clairo - Are you bored yet?",80.0,178000,0.0,0.682,0.683,8.0,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4
"Gabry Ponte, Lum!X, Prezioso - Thunder",80.0,160000,0.0,0.67,0.896,1.0,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3
Suki Waterhouse - Good looking,80.0,214800,0.0,0.377,0.558,4.0,-9.076,1,0.0299,0.0789,0.000342,0.125,0.267,149.971,3
The Fray - How to save a life,80.0,262533,0.0,0.64,0.743,10.0,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4
Blink-182 - What's my age again?,80.0,148360,1.0,0.391,0.951,6.0,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4
The Clash - Should i stay or should i go - remastered,80.0,188986,0.0,0.743,0.836,2.0,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,4
Slipknot - Duality,80.0,252613,0.0,0.354,0.982,4.0,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
Sia - Chandelier,80.0,216120,0.0,0.399,0.787,1.0,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5
Sleep Miracle - Brown sleep noise,80.0,248000,0.0,0.0555,0.0837,1.0,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4
Seventeen - Hot,80.0,197586,0.0,0.765,0.777,5.0,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,4
Papa Roach - Last resort,80.0,199906,1.0,0.589,0.89,4.0,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4
Of Monsters And Men - Little talks,80.0,266600,0.0,0.457,0.757,1.0,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,4
Madison Beer - Reckless,80.0,203384,0.0,0.386,0.426,3.0,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,3
Ali Gatie - It's you,80.0,212606,0.0,0.732,0.463,11.0,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,4
"Maluma, Chencho Corleone - Nos comemos vivos",80.0,225365,0.0,0.822,0.719,10.0,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,4
Red Hot Chili Peppers - Snow,80.0,334666,0.0,0.427,0.9,11.0,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4
"Zayn, Taylor Swift - I don’t wanna live forever",80.0,247160,0.0,0.731,0.445,0.0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4
"Mora, Sech - Tus lágrimas",80.0,174482,1.0,0.683,0.714,1.0,-4.898,1,0.252,0.181,1e-06,0.111,0.448,173.963,4
"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams - Stay with me",80.0,229282,0.0,0.81,0.733,9.0,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,4
"The Chainsmokers, Daya - Don't let me down",80.0,208373,0.0,0.532,0.869,11.0,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4
Calvin Harris - Feel so close - radio edit,80.0,206413,0.0,0.707,0.924,7.0,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
"Ariana Grande, Social House - Boyfriend",80.0,186106,1.0,0.4,0.795,10.0,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,4
Snow Patrol - Chasing cars,80.0,267960,0.0,0.56,0.595,9.0,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4
"Chris Brown, Drake - No guidance",80.0,260640,1.0,0.696,0.454,1.0,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,4
"James Hype, Miggy Dela Rosa, Lazza - Ferrari - remix",80.0,172000,0.0,0.818,0.728,1.0,-5.705,0,0.0724,0.0985,0.0,0.0917,0.597,124.974,4
"Selena Gomez, Marshmello - Wolves",80.0,197993,0.0,0.724,0.804,11.0,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,4
Myke Towers - Luces de neón,80.0,219789,1.0,0.747,0.619,3.0,-6.009,1,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,4
Niall Horan - This town,80.0,232852,0.0,0.677,0.401,9.0,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,4
"Tiago Pzk, Myke Towers - Traductor",80.0,222857,0.0,0.845,0.776,11.0,-3.098,0,0.0488,0.111,0.0321,0.0684,0.528,105.018,4
Dua Lipa - Idgaf,80.0,217946,1.0,0.836,0.544,7.0,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4
Bad Bunny - La difícil,80.0,163084,1.0,0.685,0.848,8.0,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4
Neon Trees - Everybody talks,80.0,177280,0.0,0.471,0.924,8.0,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4
"Bad Bunny, Jowell & Randy, Ñengo Flow - Safaera",80.0,295176,1.0,0.607,0.829,2.0,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4
The Neighbourhood - Reflections,80.0,244013,0.0,0.648,0.594,11.0,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4
"Camila Cabello, Young Thug - Havana",80.0,217306,0.0,0.765,0.523,2.0,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4
Danny Ocean - Me rehúso,80.0,205714,0.0,0.744,0.804,1.0,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,4
Plain White T'S - Hey there delilah,80.0,232533,0.0,0.656,0.291,2.0,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4
"Jay Wheeler, Dj Nelson, Myke Towers - La curiosidad",80.0,219048,0.0,0.845,0.677,11.0,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
Shawn Mendes - Stitches,80.0,206880,0.0,0.746,0.754,1.0,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,4
Backstreet Boys - I want it that way,81.0,213306,0.0,0.689,0.694,6.0,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4
"Marc Seguí, Rauw Alejandro, Pol Granch - Tiroteo - remix",81.0,321555,0.0,0.75,0.522,9.0,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,4
The Offspring - The kids aren't alright,81.0,180160,0.0,0.523,0.943,1.0,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4
Selena Gomez & The Scene - Love you like a love song,81.0,188453,0.0,0.858,0.678,1.0,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4
Tom Rosenthal - Lights are on,81.0,193749,0.0,0.44,0.04,3.0,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4
Avicii - Waiting for love,81.0,230613,0.0,0.579,0.736,6.0,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4
"The Anxiety, Willow, Tyler Cole - Meet me at our spot",81.0,162680,1.0,0.773,0.47,2.0,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4
"Natti Natasha, Daddy Yankee, Wisin & Yandel - Mayor que usted",81.0,233519,0.0,0.625,0.839,6.0,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,4
Amy Winehouse - Back to black,81.0,241293,1.0,0.403,0.422,7.0,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4
"Joel Corry, Jax Jones, Charli Xcx, Saweetie - Out out",81.0,162603,0.0,0.787,0.833,8.0,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,4
Liana Flores - Rises the moon,81.0,161929,0.0,0.483,0.129,5.0,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,3
Chris Stapleton - Tennessee whiskey,81.0,293293,0.0,0.392,0.37,9.0,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4
Lauren Spencer Smith - Fingers crossed,81.0,175344,0.0,0.56,0.473,5.0,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4
Sufjan Stevens - Fourth of july,81.0,279316,0.0,0.435,0.104,6.0,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,4
Elton John - Rocket man,81.0,281613,0.0,0.601,0.532,10.0,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4
Twenty One Pilots - Heathens,81.0,195920,0.0,0.732,0.396,4.0,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
Mac Demarco - My kind of woman,81.0,190845,0.0,0.501,0.765,6.0,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4
Ava Max - Kings & queens,81.0,162398,0.0,0.637,0.69,1.0,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4
The Kid Laroi - Thousand miles,81.0,164781,1.0,0.376,0.657,7.0,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,4
Frank Ocean - Novacane,81.0,302346,1.0,0.762,0.508,3.0,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,4
Cults - Always forever,81.0,223746,0.0,0.174,0.742,8.0,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4
Clairo - Sofia,81.0,188386,0.0,0.744,0.619,0.0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
Ariana Grande - 34+35,81.0,173710,1.0,0.83,0.585,0.0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4
Eminem - Not afraid,81.0,248133,1.0,0.855,0.954,0.0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,5
Hoobastank - The reason,81.0,232800,0.0,0.472,0.671,4.0,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4
"Metro Boomin, Gunna - Space cadet",81.0,203266,1.0,0.901,0.464,5.0,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4
Christina Perri - A thousand years,81.0,285120,0.0,0.421,0.407,10.0,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3
Panic! At The Disco - High hopes,81.0,190946,0.0,0.579,0.904,5.0,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4
Dire Straits - Sultans of swing,81.0,348400,0.0,0.733,0.794,5.0,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4
Blackbear - Idfc,81.0,207026,1.0,0.718,0.422,4.0,-9.115,0,0.0621,0.0764,0.0,0.17,0.455,144.678,4
Dua Lipa - Don't start now,81.0,183290,0.0,0.793,0.793,11.0,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4
Bring Me The Horizon - Can you feel my heart,81.0,228146,1.0,0.15,0.859,4.0,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
Ava Max - Sweet but psycho,81.0,187436,0.0,0.72,0.706,1.0,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4
Akon - Lonely,81.0,235800,1.0,0.634,0.526,5.0,-7.881,0,0.0333,0.339,0.0,0.257,0.623,90.087,4
Bad Bunny - Te mudaste,81.0,130013,1.0,0.811,0.637,10.0,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,4
"Travis Scott, Hvme - Goosebumps - remix",81.0,162802,1.0,0.841,0.593,1.0,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4
Anuel Aa - Mercedes tintia,81.0,195348,1.0,0.815,0.67,11.0,-4.076,1,0.109,0.0902,0.000854,0.0973,0.768,172.014,4
"Marshmello, Khalid - Silence",81.0,180822,0.0,0.52,0.761,4.0,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4
Demi Lovato - Cool for the summer,81.0,214739,1.0,0.583,0.61,5.0,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4
Regard - Ride it,81.0,157605,0.0,0.88,0.751,7.0,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4
Imagine Dragons - Bad liar,81.0,260773,0.0,0.383,0.637,3.0,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4
Dua Lipa - New rules,81.0,209320,0.0,0.762,0.7,9.0,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4
Aditya A - Chaand baaliyan,81.0,103264,0.0,0.729,0.396,0.0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,4
Ac/Dc - You shook me all night long,81.0,210173,0.0,0.532,0.767,7.0,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
Nessa Barrett - Die first,81.0,177108,0.0,0.444,0.669,8.0,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4
"Akon, Eminem - Smack that",81.0,212360,1.0,0.939,0.742,5.0,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,4
"The Offspring - You're gonna go far, kid",81.0,177826,1.0,0.55,0.917,0.0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4
Maluma - Sobrio,81.0,201180,0.0,0.762,0.77,5.0,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4
"Saint Jhn, Imanbek - Roses - imanbek remix",81.0,176840,1.0,0.77,0.724,8.0,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4
"Shouse, David Guetta - Love tonight - david guetta remix edit",81.0,158095,0.0,0.621,0.989,10.0,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,4
Jimmy Eat World - The middle,81.0,165853,0.0,0.643,0.849,2.0,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4
"Lil Tjay, 6Lack - Calling my phone",81.0,205458,1.0,0.907,0.393,4.0,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4
"Ruth B., Slater - Dandelions - slowed + reverb",81.0,268717,0.0,0.573,0.715,8.0,-3.293,0,0.0256,0.0444,0.0,0.0898,0.258,101.699,3
King - Tu aake dekhle,81.0,270000,0.0,0.77,0.84,11.0,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4
"Lil Peep, Xxxtentacion - Falling down - bonus track",81.0,196400,1.0,0.669,0.574,4.0,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
"2Pac, Outlawz - Hit 'em up - single version",81.0,312626,1.0,0.916,0.844,7.0,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,4
"Zion & Lennox, Maria Becerra - Berlin",81.0,246061,0.0,0.796,0.766,1.0,-4.237,1,0.0422,0.18,1.53e-06,0.164,0.846,121.008,4
"Psy, Suga - That that",81.0,174646,0.0,0.905,0.962,4.0,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,4
Imagine Dragons - Whatever it takes,81.0,201240,0.0,0.672,0.655,10.0,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4
"J Balvin, Bad Bunny - Que pretendes",81.0,222346,0.0,0.639,0.791,10.0,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4
Sleepy Hallow - 2055,81.0,123986,1.0,0.829,0.512,6.0,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,4
"Dr. Dre, Snoop Dogg - The next episode",81.0,161506,1.0,0.922,0.909,10.0,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,4
"Sleepy Hallow, 347Aidan - Die young",81.0,148816,1.0,0.808,0.582,11.0,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,4
Lil Tjay - Beat the odds,81.0,150000,1.0,0.498,0.625,8.0,-7.452,0,0.342,0.054,0.0,0.175,0.478,84.821,4
"Shawn Mendes, Camila Cabello - Señorita",81.0,190960,0.0,0.759,0.54,9.0,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4
Jvke - Golden hour,81.0,209259,0.0,0.515,0.593,4.0,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3
Green Day - Basket case,81.0,181533,0.0,0.442,0.943,3.0,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,4
System Of A Down - Toxicity,81.0,218933,0.0,0.413,0.873,8.0,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
"Bad Bunny, Tainy - Callaita",81.0,250533,0.0,0.608,0.626,2.0,-4.773,1,0.301,0.597,2.16e-06,0.25,0.246,176.086,4
"Calvin Harris, Rihanna - This is what you came for",81.0,222160,0.0,0.631,0.927,9.0,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
Maluma - Junio,81.0,168601,0.0,0.85,0.756,11.0,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4
Adele - Rolling in the deep,81.0,228093,1.0,0.73,0.769,8.0,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4
Sebastian Yatra - Tacones rojos,81.0,189320,0.0,0.748,0.856,11.0,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,4
Adele - Someone like you,81.0,285240,0.0,0.556,0.319,9.0,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4
Jonas Brothers - Sucker,81.0,181026,0.0,0.842,0.734,1.0,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4
Morgan Wallen - Whiskey glasses,81.0,234346,0.0,0.614,0.68,6.0,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4
Frank Ocean - Ivy,81.0,249191,1.0,0.575,0.386,9.0,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4
Billie Eilish - Idontwannabeyouanymore,81.0,203569,0.0,0.483,0.412,7.0,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3
Jason Derulo - Acapulco,81.0,139672,0.0,0.774,0.792,10.0,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,4
Lynyrd Skynyrd - Sweet home alabama,81.0,283800,1.0,0.596,0.605,7.0,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4
5 Seconds Of Summer - Youngblood,81.0,203417,0.0,0.596,0.854,7.0,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4
My Chemical Romance - Teenagers,81.0,161920,0.0,0.463,0.857,4.0,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4
Magic! - Rude,81.0,224840,0.0,0.773,0.758,1.0,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4
Metallica - Enter sandman,81.0,331266,0.0,0.577,0.828,6.0,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4
Metallica - Master of puppets,81.0,515386,0.0,0.543,0.836,4.0,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4
Guns N' Roses - November rain,81.0,536066,0.0,0.294,0.641,11.0,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4
"Justin Bieber, Ludacris - Baby",82.0,214240,0.0,0.728,0.859,5.0,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,4
"Shubh, Ikky - Baller",82.0,148188,0.0,0.711,0.702,5.0,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,4
Vundabar - Alien blues,82.0,155933,0.0,0.467,0.757,3.0,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,4
Calvin Harris - Summer,82.0,222533,0.0,0.596,0.856,4.0,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
"Ap Dhillon, Gurinder Gill, Intense - Excuses",82.0,176232,0.0,0.837,0.717,5.0,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,4
Daddy Yankee - Gasolina,82.0,192600,0.0,0.852,0.797,0.0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4
Billie Eilish - Happier than ever - edit,82.0,151444,1.0,0.334,0.599,0.0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,3
Queen - Bohemian rhapsody - remastered 2011,82.0,354320,0.0,0.414,0.404,0.0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4
"Jhayco, J Balvin, Bad Bunny - No me conoce - remix",82.0,309120,0.0,0.806,0.786,10.0,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,4
"Shawn Mendes, Tainy - Summer of love",82.0,184104,0.0,0.776,0.808,11.0,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,4
"El Alfa, Noriel, Trueno - Los aparatos",82.0,232843,0.0,0.868,0.878,1.0,-3.294,1,0.038,0.0509,0.00052,0.0857,0.899,112.987,4
Abba - Gimme! gimme! gimme!,82.0,292613,0.0,0.749,0.491,10.0,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
"Daft Punk, Pharrell Williams, Nile Rodgers - Get lucky  - radio edit",82.0,248413,0.0,0.794,0.811,6.0,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4
Radiohead - No surprises,82.0,229120,0.0,0.255,0.393,5.0,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
"Charlie Puth, Selena Gomez - We don't talk anymore",82.0,217706,0.0,0.728,0.563,1.0,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4
Bruno Mars - Just the way you are,82.0,220734,0.0,0.635,0.841,5.0,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4
Adele - Oh my god,82.0,225148,0.0,0.534,0.725,1.0,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4
Queen - Don't stop me now - remastered 2011,82.0,209413,0.0,0.559,0.868,5.0,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
Blink-182 - All the small things,82.0,167066,0.0,0.434,0.897,0.0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4
The Cranberries - Zombie,82.0,306440,0.0,0.309,0.649,7.0,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
"Doja Cat, Sza - Kiss me more",82.0,208866,1.0,0.762,0.701,8.0,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4
Aerosmith - Dream on,82.0,266960,0.0,0.307,0.433,1.0,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4
"Julia Michaels, Niall Horan - What a time",82.0,173306,0.0,0.516,0.467,0.0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,4
"Yohani, Jubin Nautiyal, Tanishk Bagchi, Rashmi Virag, Surya Ragunaathan - Manike",82.0,197473,0.0,0.551,0.578,1.0,-7.005,0,0.0732,0.522,0.0,0.073,0.509,106.772,4
Tiësto - The business,82.0,164000,0.0,0.798,0.62,8.0,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4
New West - Those eyes,82.0,220750,0.0,0.597,0.351,4.0,-8.043,1,0.0281,0.727,3.86e-05,0.319,0.243,119.948,3
Stray Kids - Case 143,82.0,191964,0.0,0.812,0.89,6.0,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,4
Shawn Mendes - When you're gone,82.0,172266,0.0,0.603,0.691,5.0,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,4
"Train - Hey, soul sister",82.0,216773,0.0,0.673,0.886,1.0,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4
Mkto - Classic,82.0,175426,0.0,0.72,0.791,1.0,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4
Xxxtentacion - Look at me!,82.0,126345,1.0,0.763,0.726,1.0,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4
Nmixx - Dice,82.0,165746,0.0,0.556,0.798,7.0,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096,4
Vance Joy - Riptide,82.0,204280,0.0,0.484,0.731,1.0,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
Chord Overstreet - Hold on,82.0,198853,0.0,0.618,0.443,2.0,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4
Ice Cube - It was a good day,82.0,260000,1.0,0.798,0.744,7.0,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4
"Marvin Gaye, Tammi Terrell - Ain't no mountain high enough",82.0,151666,0.0,0.663,0.6,7.0,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4
"French Montana, Swae Lee - Unforgettable",82.0,233901,1.0,0.726,0.769,6.0,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
Ricky Montgomery - Line without a hook,82.0,249586,0.0,0.432,0.652,8.0,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,3
"Neiked, Mae Muller, Polo G - Better days",82.0,160656,0.0,0.717,0.671,0.0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4
Beach Bunny - Prom queen,82.0,136562,0.0,0.528,0.797,4.0,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4
"De La Ghetto, Rauw Alejandro - Loco por perrearte - remix",82.0,199148,1.0,0.848,0.673,11.0,-4.034,0,0.058,0.0147,0.00652,0.102,0.39,93.987,4
Shawn Mendes - Mercy,82.0,208733,0.0,0.555,0.662,11.0,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,4
