,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
35982,3SFXsFpeGmBTtQvKiwYMDA,The Offspring,Americana,Pretty fly (for a white guy),75,188666,False,0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,4,punk,10,3,The Offspring - Pretty fly
36008,2hnMS47jN0etwvFPzYk11f,Sublime,Sublime,Santeria,78,182746,False,0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,4,punk,10,3,Sublime - Santeria
36015,1mB7dCUM7sPyNab6R43nlj,Falling In Reverse,The Drug In Me Is You,The drug in me is you,72,218786,True,0.548,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.133,4,punk,10,5,Falling In Reverse - The drug in me is you
36019,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,White Blood Cells,Fell in love with a girl,72,110093,False,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4,punk,10,0,The White Stripes - Fell in love with a girl
36023,1ZLtE9tSJdaUiIJ9YoKHQe,Paramore,Decode,Decode,73,261959,False,0.28,0.87,10,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,4,punk,10,3,Paramore - Decode
36028,0sNKiz82ATCvT3f3XVVUUj,The Offspring,Americana,Why don't you get a job,74,172466,True,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,4,punk,10,5,The Offspring - Why don't you get a job
36038,6hwQ69v7VbPhTTR2fOtYX7,The Offspring,Conspiracy Of One,Want you bad,72,202573,False,0.491,0.966,4,-4.28,1,0.0538,5.59e-05,0.0,0.307,0.614,105.544,4,punk,10,2,The Offspring - Want you bad
36044,26AYR77170U49cMcXB7aRV,Blink-182,blink-182,Feeling this,71,172645,True,0.411,0.962,4,-5.952,1,0.0917,0.103,0.0,0.529,0.622,173.143,4,punk,10,5,Blink-182 - Feeling this
36067,5oQcOu1omDykbIPSdSQQNJ,Bowling For Soup,A Hangover You Don't Deserve,1985,71,193000,False,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,4,punk,10,2,Bowling For Soup - 1985
36070,3J8EOeKLTLXORtWPpOU5bE,"Lil Tjay, 6Lack",Destined 2 Win,Calling my phone,81,205458,True,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,r-n-b,13,5,"Lil Tjay, 6Lack - Calling my phone"
36071,5JtvedSVWW9McnoEAPJwQm,Lil Tjay,True 2 Myself,Sex sounds,76,162453,True,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,4,r-n-b,13,5,Lil Tjay - Sex sounds
36072,3SdTKo2uVsxFblQjpScoHy,Ben E. King,Don't Play That Song (Mono),Stand by me,80,180055,False,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,r-n-b,13,6,Ben E. King - Stand by me
36074,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Hounds Of Love,Running up that hill (a deal with god),90,298933,False,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,r-n-b,13,6,Kate Bush - Running up that hill
36075,0RLLvYBopDwooCyvnTwgYu,Lil Tjay,True 2 Myself,F.n,78,224000,True,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,1,r-n-b,13,5,Lil Tjay - F.n
36076,1HvTxgCj0mTzQlEo0zLvFb,Lil Tjay,In My Head,In my head,79,135264,True,0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049,4,r-n-b,13,5,Lil Tjay - In my head
36077,26ZzSLUJMmYp5u1hDELEWH,Crystal Castles,(III),Transgender,75,184760,False,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3,r-n-b,13,1,Crystal Castles - Transgender
36078,4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,Still Sleep?,2055,81,123986,True,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,4,r-n-b,13,5,Sleepy Hallow - 2055
36079,6EbVuwU7EnKeF2hdpViXCH,"Sleepy Hallow, 347Aidan",Die Young (feat. 347aidan),Die young (feat. 347aidan),81,148816,True,0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,4,r-n-b,13,5,"Sleepy Hallow, 347Aidan - Die young"
36080,2BJWxD8xKrDv8vneTvTIm9,Lil Tjay,Beat the Odds,Beat the odds,81,150000,True,0.498,0.625,8,-7.452,0,0.342,0.054,0.0,0.175,0.478,84.821,4,r-n-b,13,5,Lil Tjay - Beat the odds
36081,29d0nY7TzCoi22XBqDQkiP,Kate Bush,Hounds of Love (2018 Remaster),Running up that hill (a deal with god) - 2018 remaster,85,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,r-n-b,13,6,Kate Bush - Running up that hill  - 2018 remaster
36082,1dg3qy5DjoJodawfOCgrTP,"Lil Tjay, Offset, Moneybagg Yo",Destined 2 Win,Run it up (feat. offset & moneybagg yo),78,232048,True,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,r-n-b,13,5,"Lil Tjay, Offset, Moneybagg Yo - Run it up"
36089,2qhASBzpbFhPRtrnZ5lLnz,The Righteous Brothers,Just Once In My Life,Unchained melody,75,218013,False,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,3,r-n-b,13,6,The Righteous Brothers - Unchained melody
36090,57iDDD9N9tTWe75x6qhStw,The Verve,Urban Hymns (Remastered 2016),Bitter sweet symphony,80,357266,False,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,r-n-b,13,2,The Verve - Bitter sweet symphony
36092,4eNOLmx8r2IJAVKvBBL1jv,"Lil Tjay, Polo G, Fivio Foreign",Destined 2 Win,Headshot (feat. polo g & fivio foreign),75,144349,True,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4,r-n-b,13,5,"Lil Tjay, Polo G, Fivio Foreign - Headshot"
36097,0mG6igzxbH55XRyq3ygEh8,Sleepy Hallow,2055,2055,73,123986,True,0.775,0.518,6,-5.857,0,0.311,0.455,0.0,0.121,0.646,161.011,4,r-n-b,13,5,Sleepy Hallow - 2055
36098,5QvW5lK6mkfTegpAK9JOO7,"Fivio Foreign, The Kid Laroi",Paris to Tokyo,Paris to tokyo,71,130897,True,0.642,0.787,5,-6.389,0,0.17,0.0185,0.0,0.288,0.406,146.733,4,r-n-b,13,5,"Fivio Foreign, The Kid Laroi - Paris to tokyo"
36099,0W64NfLrIsRTAFObko6uJx,Lil Tjay,True 2 Myself,Leaked,71,220240,True,0.51,0.619,7,-7.918,1,0.281,0.801,0.0,0.0811,0.321,97.018,4,r-n-b,13,5,Lil Tjay - Leaked
36125,2QfiRTz5Yc8DdShCxG1tB2,Chuck Berry,Berry Is On Top,Johnny b. goode,76,161560,False,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4,r-n-b,13,2,Chuck Berry - Johnny b. goode
36127,48i055G1OT5KxGGftwFxWy,Roy Orbison,"Oh, Pretty Woman","Oh, pretty woman",73,178933,False,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,4,r-n-b,13,2,"Roy Orbison - Oh, pretty woman"
36179,6MdqqkQ8sSC0WB4i8PyRuQ,"Blackstreet, Dr. Dre, Queen Pen",Another Level,No diggity,77,304600,False,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,r-n-b,13,3,"Blackstreet, Dr. Dre, Queen Pen - No diggity"
36187,0PCGfA36HrVPmsBZJ57zOU,Wet Wet Wet,Picture This (20th Anniversary Edition),"Love is all around - from ""four weddings and a funeral""",72,246240,False,0.523,0.689,10,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,4,r-n-b,13,2,"Wet Wet Wet - Love is all around - from ""four weddings and a funeral"""
36263,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Corinne Bailey Rae,Put your records on,77,215360,False,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4,r-n-b,13,2,Corinne Bailey Rae - Put your records on
36273,31H6au3jhblhr6MMJiXnCq,Eric Carmen,The Definitive Collection,"Hungry eyes - from ""dirty dancing"" soundtrack",74,251066,False,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,4,r-n-b,13,2,"Eric Carmen - Hungry eyes - from ""dirty dancing"" soundtrack"
36297,3l3xTXsUXeWlkPqzMs7mPD,Boyz Ii Men,Cooleyhighharmony (Bonus Tracks Version),End of the road,71,351466,False,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3,r-n-b,13,3,Boyz Ii Men - End of the road
36344,2NVXBBbO4xGO851zrMfCFi,"Sleepy Hallow, Alborosie",2 Mins of Pain (feat. Alborosie),2 mins of pain (feat. alborosie),74,136695,True,0.886,0.434,11,-12.106,0,0.403,0.101,1.22e-06,0.297,0.785,147.995,4,r-n-b,13,5,"Sleepy Hallow, Alborosie - 2 mins of pain"
36345,6A4hgJdwriera4WSUl4moW,"Sheff G, Sleepy Hallow",One and Only,Weight on me,73,157619,True,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,4,r-n-b,13,5,"Sheff G, Sleepy Hallow - Weight on me"
36485,4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn And John,Writer's Block,Young folks,75,276693,False,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,r-n-b,13,2,Peter Bjorn And John - Young folks
36574,6y20BV5L33R8YXM0YuI38N,Queens Of The Stone Age,Songs For The Deaf,No one knows,72,278746,False,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,r-n-b,13,2,Queens Of The Stone Age - No one knows
36619,0iTpQYzJnYgh7kIxyq8A2O,Grizzly Bear,Veckatimest,Two weeks,71,243160,False,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,r-n-b,13,2,Grizzly Bear - Two weeks
36667,3VayB5gLZGODx8b7RO1y5f,Sheff G,One and Only,"No suburban, pt. 2",71,153561,True,0.85,0.458,8,-7.82,1,0.339,0.476,0.0,0.26,0.616,143.973,4,r-n-b,13,5,"Sheff G - No suburban, pt. 2"
36743,1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,Who Loves You,"December, 1963 (oh what a night!)",73,197146,False,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,4,r-n-b,13,2,"Frankie Valli & The Four Seasons - December, 1963"
36783,7x5xYW5W42OGPAdHUyyguy,"R. City, Adam Levine",What Dreams Are Made Of,Locked away (feat. adam levine),78,227480,False,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,5,reggae,21,2,"R. City, Adam Levine - Locked away"
36784,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggae,21,2,Becky G - Shower
36786,6RtPijgfPKROxEzTHNRiDp,Magic!,Don't Kill the Magic,Rude,81,224840,False,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4,reggae,21,2,Magic! - Rude
36788,6DXLO8LndZMVOHM0wNbpzg,"Don Omar, Lucenzo",Meet The Orphans,Danza kuduro,74,198786,False,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4,reggae,21,2,"Don Omar, Lucenzo - Danza kuduro"
36789,0GzuHFG4Ql6DoyxFRnIk3F,"Maluma, The Weeknd",Hawái (Remix),Hawái - remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,reggae,21,3,"Maluma, The Weeknd - Hawái - remix"
36790,116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",MIA (feat. Drake),Mia (feat. drake),79,210367,False,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,reggae,21,3,"Bad Bunny, Drake - Mia"
36791,5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,Motivando a la Yal,Yo voy (feat. daddy yankee),84,232019,False,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,4,reggae,21,2,Zion & Lennox - Yo voy
36792,2BEcap3xJtmiPaHKyfQi4e,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,Nostálgico,80,209883,True,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,4,reggae,21,5,"Rvssian, Rauw Alejandro, Chris Brown - Nostálgico"
36793,3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Un Verano Sin Ti,Ojitos lindos,94,258298,False,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4,reggae,21,3,"Bad Bunny, Bomba Estéreo - Ojitos lindos"
36794,6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,Me porto bonito,97,178567,True,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,reggae,21,5,"Bad Bunny, Chencho Corleone - Me porto bonito"
36795,5YUyW9opqNsMSEzzecZih1,"Nicky Jam, J Balvin",Intimo,X,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,reggae,21,3,"Nicky Jam, J Balvin - X"
36796,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití me preguntó,97,243716,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,reggae,21,3,Bad Bunny - Tití me preguntó
36797,7dSZ6zGTQx66c2GF91xCrb,Karol G,PROVENZA,Provenza,93,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggae,21,2,Karol G - Provenza
36799,5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La bachata,98,162637,False,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,reggae,21,3,Manuel Turizo - La bachata
36800,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggae,21,5,Farruko - Pepas
36801,5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Con Calma,Con calma,79,193226,False,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4,reggae,21,3,"Daddy Yankee, Snow - Con calma"
36802,228BxWXUYQPJrJYHDLOHkj,Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,82,192600,False,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4,reggae,21,2,Daddy Yankee - Gasolina
36803,7COfe3P7KgfwDwIRB8LIDw,"J Balvin, Willy William",Vibras,Mi gente,72,185040,False,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4,reggae,21,3,"J Balvin, Willy William - Mi gente"
36804,63aj87TQG6F3RVO5nbG2VQ,"J Balvin, Skrillex",In Da Getto,In da getto,75,131065,False,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4,reggae,21,2,"J Balvin, Skrillex - In da getto"
36806,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Un Verano Sin Ti,Moscow mule,94,245939,True,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4,reggae,21,5,Bad Bunny - Moscow mule
36807,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,95,213061,False,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4,reggae,21,3,Bad Bunny - Efecto
36808,1BkY0N8ChFk2mdLbAUu8ZK,Musical Youth,Anthology,Pass the dutchie,78,205426,False,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,4,reggae,21,2,Musical Youth - Pass the dutchie
36809,6KuqAtoeVzxAYOaMveLNpH,Daddy Yankee,Dura,Dura,72,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4,reggae,21,2,Daddy Yankee - Dura
36812,31i56LZnwE6uSu3exoHjtB,Bad Bunny,Un Verano Sin Ti,Neverita,93,173119,False,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,4,reggae,21,2,Bad Bunny - Neverita
36817,7k4t7uLgtOxPwTpFmtJNTY,"Karol G, Nicki Minaj",Tusa,Tusa,78,200960,False,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4,reggae,21,2,"Karol G, Nicki Minaj - Tusa"
36818,3WkibOpDF7cQ5xntM1epyf,"Shaggy, Rik Rok",Hot Shot,It wasn't me,79,227600,False,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,4,reggae,21,2,"Shaggy, Rik Rok - It wasn't me"
36819,7FDV5ELOJHCGLe52AnttEd,"Shaggy, Rayvon",Hot Shot,Angel,74,235133,False,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,4,reggae,21,2,"Shaggy, Rayvon - Angel"
36820,5cpJFiNwYyWwFLH0V6B3N8,"Ozuna, Doja Cat, Sia",Enoc,Del mar,75,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,reggae,21,5,"Ozuna, Doja Cat, Sia - Del mar"
36822,0IqCoZ168iRc9LqfrYgpZy,"Camilo, Shawn Mendes",KESI (Remix),Kesi - remix,76,176575,False,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959,4,reggae,21,2,"Camilo, Shawn Mendes - Kesi - remix"
36823,5b1je14Oz92lpIlIMLieWw,Farruko,Viaje,Viaje,71,303626,True,0.705,0.799,0,-4.776,0,0.0347,0.0357,0.417,0.0643,0.658,122.018,4,reggae,21,5,Farruko - Viaje
36824,2CGhzWArXQZG86V1Ztv4Q2,Ozuna,OzuTochi,Mañana,73,192320,False,0.865,0.522,6,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,4,reggae,21,2,Ozuna - Mañana
36827,6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,90,141340,True,0.704,0.756,0,-4.948,1,0.448,0.298,3.75e-06,0.0852,0.461,121.737,3,reggae,21,5,Luar La L - Caile
36829,1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",OzuTochi,Hey mor,77,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,reggae,21,3,"Ozuna, Feid - Hey mor"
36832,47EiUVwUp4C9fGccaPuUCS,"Bad Bunny, Jhayco",DÁKITI,Dákiti,83,205090,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,reggae,21,5,"Bad Bunny, Jhayco - Dákiti"
36833,6JRLFiX9NJSoRRKxowlBYr,Bob Marley & The Wailers,Kaya,Is this love,76,232200,False,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,4,reggae,21,3,Bob Marley & The Wailers - Is this love
36835,4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",EL ÚLTIMO TOUR DEL MUNDO,Dákiti,80,205090,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,reggae,21,5,"Bad Bunny, Jhay Cortez - Dákiti"
36836,41oY4WCTj5kccfesTVFnvN,"Bad Bunny, Jhayco",Un Verano Sin Ti,Tarot,91,237894,True,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,4,reggae,21,5,"Bad Bunny, Jhayco - Tarot"
36841,1ga4PztXOIw1yBbdUt2X8v,"Karol G, Maldy",GATÚBELA,Gatúbela,90,209160,False,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,4,reggae,21,3,"Karol G, Maldy - Gatúbela"
36852,7qCAVkHWZkF44OzOUKf8Cr,"Nicky Jam, Enrique Iglesias",Fénix,El perdón (with enrique iglesias),74,205906,False,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4,reggae,21,2,"Nicky Jam, Enrique Iglesias - El perdón"
36855,0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",OASIS,La canción,88,242573,False,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,reggae,21,2,"J Balvin, Bad Bunny - La canción"
36856,0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Un dia (one day) (feat. tainy),75,232253,False,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,reggae,21,3,"J Balvin, Dua Lipa, Bad Bunny, Tainy - Un dia"
36857,4tYFy8ALRjIZvnvSLw5lxN,"Bad Bunny, Rauw Alejandro",Un Verano Sin Ti,Party,90,227628,False,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,4,reggae,21,2,"Bad Bunny, Rauw Alejandro - Party"
36858,2ksOAxtIxY8yElEWw8RhgK,"Anuel Aa, Daddy Yankee, Karol G, J Balvin, Ozuna",China,China,76,301714,False,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,reggae,21,2,"Anuel Aa, Daddy Yankee, Karol G, J Balvin, Ozuna - China"
36861,2B4GHvToeLTOBB4QLzW3Ni,Farruko,La 167,Pepas,74,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggae,21,5,Farruko - Pepas
36862,0bBd6K5X4W7t9GyXcaVOA7,"J Balvin, Ed Sheeran",Sigue/Forever My Love,Sigue,74,159386,True,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,4,reggae,21,5,"J Balvin, Ed Sheeran - Sigue"
36863,0dKg2vGC1hFqcK5LGTaKzX,"Karol G, Nicki Minaj",KG0516,Tusa,72,201920,False,0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946,4,reggae,21,2,"Karol G, Nicki Minaj - Tusa"
36866,3pDhN3qB33AOPhQEkUCaWt,Daddy Yankee,Prestige,Limbo,75,224693,False,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,reggae,21,2,Daddy Yankee - Limbo
36867,75FYqcxt1YEAtqDLrOeIJn,Bob Marley & The Wailers,Exodus,Three little birds,78,180266,False,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,4,reggae,21,2,Bob Marley & The Wailers - Three little birds
36868,7BfW1eoDh27W69nxsmRicb,Bob Marley & The Wailers,Confrontation,Buffalo soldier,72,255840,False,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,4,reggae,21,2,Bob Marley & The Wailers - Buffalo soldier
36869,5O4erNlJ74PIF6kGol1ZrC,Bob Marley & The Wailers,Uprising,Could you be loved,78,237000,False,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,4,reggae,21,2,Bob Marley & The Wailers - Could you be loved
36873,2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, Rosalía",EL ÚLTIMO TOUR DEL MUNDO,La noche de anoche,82,203200,False,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,4,reggae,21,2,"Bad Bunny, Rosalía - La noche de anoche"
36874,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Yonaguni,87,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,reggae,21,5,Bad Bunny - Yonaguni
36875,2Q4MRMnSAMckugCtR5jgXT,"Alvaro Diaz, Rauw Alejandro",Problemón,Problemón,71,193013,False,0.729,0.737,2,-3.727,0,0.064,0.275,7.58e-06,0.137,0.369,91.99,4,reggae,21,3,"Alvaro Diaz, Rauw Alejandro - Problemón"
36877,1yoMvmasuxZfqHEipJhRbp,Maluma,PAPI JUANCHO,Hawái,77,199112,False,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,reggae,21,3,Maluma - Hawái
36878,1ri9ZUkBJVFUdgwzCnfcYs,"Becky G, Karol G",MAMIII,Mamiii,85,226088,False,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,4,reggae,21,3,"Becky G, Karol G - Mamiii"
36881,6DoL1yYIwEW7VZMRaJhoJI,"Chris Jedi, Anuel Aa, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),La llevo al cielo (ft. ñengo flow),88,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,reggae,21,5,"Chris Jedi, Anuel Aa, Chencho Corleone, Ñengo Flow - La llevo al cielo"
36882,5Pg4qYTcvCUBBq3jBhKq0t,"Daddy Yankee, Pitbull",LEGENDADDY,Hot,74,154493,True,0.898,0.677,11,-6.422,0,0.243,0.0223,0.0,0.35,0.578,130.027,4,reggae,21,5,"Daddy Yankee, Pitbull - Hot"
36883,2CeKVsFFXG4QzA415QygGb,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feliz cumpleaños ferxxo,84,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,reggae,21,2,Feid - Feliz cumpleaños ferxxo
36885,4XqXNU8MwPHwbgZmNXmAdc,Maluma,Junio,Junio,81,168601,False,0.85,0.756,11,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4,reggae,21,3,Maluma - Junio
36904,6Za3190Sbw39BBC77WSS1C,"Natti Natasha, Ozuna",Criminal,Criminal,75,232549,False,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,reggae,21,3,"Natti Natasha, Ozuna - Criminal"
36909,5B60XFKzm8WsJTdVyt4u4I,Myke Towers,Luces De Neón,Luces de neón,80,219789,True,0.747,0.619,3,-6.009,1,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,4,reggae,21,5,Myke Towers - Luces de neón
36911,6SR0dDuXH2vtgBfMLrivKV,Bob Marley & The Wailers,Exodus,One love / people get ready - medley,71,172933,False,0.67,0.516,10,-9.598,1,0.366,0.0673,0.0,0.0674,0.939,154.186,4,reggae,21,2,Bob Marley & The Wailers - One love / people get ready - medley
